ISIC,ISIC TITLE,2006 ANZSIC,2006 ANZSIC TITLE
9511,Repair of computers and peripheral equipment,9422p,Electronic (except Domestic Appliance) and Precision Equipment Repair and Maintenance
9512,Repair of communication equipment,9422p,Electronic (except Domestic Appliance) and Precision Equipment Repair and Maintenance
9521,Repair of consumer electronics,9421p,Domestic Appliance Repair and Maintenance
9522,Repair of household appliances and home and garden equipment,9421p,Domestic Appliance Repair and Maintenance
9522,Repair of household appliances and home and garden equipment,9499p,Other Repair and Maintenance n.e.c.
9523,Repair of footwear and leather goods,9491p,Clothing and Footwear Repair
9523,Repair of footwear and leather goods,9499p,Other Repair and Maintenance n.e.c.
9524,Repair of furniture and home furnishings,9499p,Other Repair and Maintenance n.e.c.
9529,Repair of other personal and household goods,7712p,Investigation and Security Services
9529,Repair of other personal and household goods,9491p,Clothing and Footwear Repair
9529,Repair of other personal and household goods,9499p,Other Repair and Maintenance n.e.c.
9601,Washing and (dry-) cleaning of textile and fur products,9531,Laundry and Dry-Cleaning Services
9602,Hairdressing and other beauty treatment,9511p,Hairdressing and Beauty Services
9603,Funeral and related activities,9520,"Funeral, Crematorium and Cemetery Services"
9609,Other personal service activities n.e.c.,6991p,Professional Photographic Services
9609,Other personal service activities n.e.c.,9511p,Hairdressing and Beauty Services
9609,Other personal service activities n.e.c.,9512,Diet and Weight Reduction Centre Operation
9609,Other personal service activities n.e.c.,9533p,Parking Services
9609,Other personal service activities n.e.c.,9534,Brothel Keeping and Prostitution Services
9609,Other personal service activities n.e.c.,9539,Other Personal Services n.e.c.
9700,Activities of households as employers of domestic personnel,9601,Private Households Employing Staff
9810,Undifferentiated goods-producing activities of private households for own us,9602,Undifferentiated Goods-Producing Activities of Private Households for Own Use
9820,Undifferentiated service-producing activities of private households for own use,9603,Undifferentiated Service-Producing Activities of Private Households for Own Use
9900,Activities of extraterritorial organizations and bodies,7552,Foreign Government Representation
